workshop,UID,title,authors,presentation_id
WS-2,WS-2.14,Combining Sequence Distillation and Transfer Learning for Efficient Low-Resource Neural Machine Translation Models,Raj Dabre|Atsushi Fujita,38939551
WS-2,WS-2.141,NRC Systems for the 2020 Inuktitut-English News Translation Task,Rebecca Knowles|Darlene Stewart|Samuel Larkin|Patrick Littell,38939639
WS-2,WS-2.142,Translating Similar Languages: Role of Mutual Intelligibility in Multilingual Transformers,Ife Adebara|El Moatez Billah Nagoudi|Muhammad Abdul Mageed,38939640
WS-2,WS-2.143,CUNI Systems for the Unsupervised and Very Low Resource Translation Task in WMT20,Ivana Kvapilíková|Tom Kocmi|Ondřej Bojar,38939641
WS-2,WS-2.144,The University of Edinburgh’s English-Tamil and English-Inuktitut Submissions to the WMT20 News Translation Task,Rachel Bawden|Alexandra Birch|Radina Dobreva|Arturo Oncevay|Antonio Valerio Miceli Barone|Philip Williams,38939642
WS-2,WS-2.146,IST-Unbabel Participation in the WMT20 Quality Estimation Shared Task,João Moura|Miguel Vera|Daan Van Stigt|Fabio Kepler|André F. T. Martins,38939643
WS-2,WS-2.147,YerevaNN's systems for WMT20 Biomedical Translation Task: The effect of fixing misaligned sentence pairs,Karen Hambardzumyan|Hovhannes Tamoyan|Hrant Khachatrian,38939644
WS-2,WS-2.149,Lite Training Strategies for Portuguese-English and English-Portuguese Translation,Alexandre Lopes|Rodrigo Nogueira|Roberto Lotufo|Helio Pedrini,38939645
WS-2,WS-2.150,Noising Scheme for Data Augmentation in Automatic Post-Editing,WonKee Lee|Jaehun Shin|Baikjin Jung|Jihyung Lee|Jong-Hyeok Lee,38939646
WS-2,WS-2.153,The University of Maryland’s Submissions to the WMT20 Chat Translation Task: Searching for More Data to Adapt Discourse-Aware Neural Machine Translation,Calvin Bao|Yow-Ting Shiue|Chujun Song|Jie Li|Marine Carpuat,38939647
WS-2,WS-2.155,The AFRL WMT20 News-Translation Systems,Jeremy Gwinnup|Tim Anderson,38939648
WS-2,WS-2.156,An exploratory approach to the Parallel Corpus Filtering shared task WMT20,Ankur Kejriwal|Philipp Koehn,38939649
WS-2,WS-2.157,Incorporating Terminology Constraints in Automatic Post-Editing,David Wan|Chris Kedzie|Faisal Ladhak|Marine Carpuat|Kathleen McKeown,38939650
WS-2,WS-2.158,NJU’s submission for WMT2020 QE Shared Task,Qu Cui|Xiang Geng|Shujian Huang|Jiajun Chen,38939651
WS-2,WS-2.16,Paraphrase Generation as Zero-Shot Multilingual Translation: Disentangling Semantic Similarity from Lexical and Syntactic Diversity,Brian Thompson|Matt Post,38939552
WS-2,WS-2.160,"Evaluating Low Resource Machine Translation: BLEU, character-based or semantic metric?",Chi-kiu Lo,38939652
WS-2,WS-2.161,MT reference-less evaluation using YiSi-2 with bilingual mappings of massive multilingual language model learnt from minimal amount of parallel data,Chi-kiu Lo|Samuel Larkin,38939653
WS-2,WS-2.162,Contact Relatedness can help improve multilingual NMT: Microsoft STCI-MT @ WMT20,Vikrant Goyal|Anoop Kunchukuttan|Rahul Kejriwal|Siddharth Jain|Amit Bhagwat,38939654
WS-2,WS-2.163,A Study of Residual Adapters for Multi-Domain Neural Machine Translation,Minh Quang Pham|Josep Maria Crego|François Yvon|Jean Senellart,38939655
WS-2,WS-2.167,FJWU participation for the WMT20 Biomedical Translation Task,Sumbal Naz|Sadaf Abdul Rauf|Noor-e- Hira|Sami Ul Haq,38939656
WS-2,WS-2.168,SJTU-NICT's Supervised and Unsupervised Neural Machine Translation Systems for the WMT20 News Translation Task,Zuchao Li|Hai Zhao|Rui Wang|Kehai Chen|Masao Utiyama|Eiichiro Sumita,38939657
WS-2,WS-2.169,Iteratively refined statistical sentence alignment and improved bilingualmappings of pretrained multilingual language model for identifying betterparallel MT training data,Chi-kiu Lo|Eric Joanis,38939658
WS-2,WS-2.170,Gender Coreference and Bias Evaluation at WMT 2020,Tom Kocmi|Tomasz Limisiewicz|Gabriel Stanovsky,38939659
WS-2,WS-2.171,Subword Segmentation and a Single Bridge Language Affect Zero-Shot Neural Machine Translation,Annette Rios|Mathias Müller|Rico Sennrich,38939660
WS-2,WS-2.172,"Speed-optimized, Compact Student Models that Distill Knowledge from a Larger Teacher Model: the UEDIN-CUNI Submission to the WMT 2020 News Translation Task",Ulrich Germann|Roman Grundkiewicz|Martin Popel|Radina Dobreva|Nikolay Bogoychev|Kenneth Heafield,38939661
WS-2,WS-2.175,PROMT Systems for WMT 2020 Shared News Translation Task,Alexander Molchanov,38939662
WS-2,WS-2.177,The University of Edinburgh's submission to the German-to-English and English-to-German Tracks in the WMT 2020 News Translation and Zero-shot Translation Robustness Tasks,Ulrich Germann,38939663
WS-2,WS-2.178,Tencent AI Lab Machine Translation Systems for the WMT20 Biomedical Translation Task,Xing Wang|Zhaopeng Tu|Longyue Wang|Shuming Shi,38939664
WS-2,WS-2.179,"Machine Translation for English–Inuktitut with Segmentation,Data Acquisition and Pre-Training",Christian Roest|Lukas Edman|Gosse Minnema|Kevin Kelly|Jennifer Spenader|Antonio Toral,38939665
WS-2,WS-2.18,Fine-grained linguistic evaluation for state-of-the-art Machine Translation,Eleftherios Avramidis|Vivien Macketanz|Ursula Strohriegel|Aljoscha Burchardt|Sebastian Möller,38939553
WS-2,WS-2.180,CUNI Submission for Inuktitut Language in WMT News 2020,Tom Kocmi,38939666
WS-2,WS-2.181,The WMT 2020 Shared Tasks in Unsupervised MT and Very Low Resource Supervised MT,Alexander Fraser,38939667
WS-2,WS-2.183,CUNI English-Czech and English-Polish Systems in WMT20: Robust Document-Level Training,Martin Popel,38939668
WS-2,WS-2.185,Zero-Shot Translation Quality Estimation with Explicit Cross-Lingual Patterns,Lei Zhou|Liang Ding|Koichi Takeda,38939669
WS-2,WS-2.187,Tencent Neural Machine Translation Systems for the WMT20 News Translation Task,Shuangzhi Wu|Xing Wang|Longyue Wang|Fangxu Liu|Jun Xie|Zhaopeng Tu|Shuming Shi|Mu Li,38939670
WS-2,WS-2.188,Tencent AI Lab Machine Translation Systems for WMT20 Chat Translation Task,Longyue Wang|Zhaopeng Tu|Xing Wang|Li Ding|Liang Ding|Shuming Shi,38939671
WS-2,WS-2.189,Findings of the WMT 2020 Shared Task on Automatic Post-Editing,Rajen Chatterjee|Markus Freitag|Matteo Negri|Marco Turchi,38939672
WS-2,WS-2.19,When Does Unsupervised Machine Translation Work?,Kelly Marchisio|Kevin Duh|Philipp Koehn,38939554
WS-2,WS-2.190,ParBLEU: Augmenting Metrics with Automatic Paraphrases for the WMT’20 Metrics Shared Task,Rachel Bawden|Biao Zhang|Andre Tättar|Matt Post,38939673
WS-2,WS-2.191,Findings of the WMT 2020 Shared Task on Chat Translation,M. Amin Farajian|António V. Lopes|André F. T. Martins|Sameen Maruf|Gholamreza Haffari,38939674
WS-2,WS-2.192,"Findings of the WMT 2020 Biomedical Translation Shared Task: Basque, Italian and Russian as New Additional Languages",Rachel Bawden|Giorgio Maria Di Nunzio|Cristian Grozea|Inigo Jauregi Unanue|Antonio Jimeno Yepes|Nancy Mah|David Martinez|Aurélie Névéol|Mariana Neves|Maite Oronoz|Olatz Perez-de-Viñaspre|Massimo Piccardi|Roland Roller|Amy Siu|Philippe Thomas|Federica Vezzani|Maika Vicente Navarro|Dina Wiemann|Lana Yeganova,38939675
WS-2,WS-2.193,Findings of the WMT 2020 Shared Task on Machine Translation Robustness,Lucia Specia|Zhenhao Li|Juan Pino|Vishrav Chaudhary|Francisco Guzmán|Graham Neubig|Nadir Durrani|Yonatan Belinkov|Philipp Koehn|Hassan Sajjad|Paul Michel|Xian Li,38939676
WS-2,WS-2.194,Findings of the WMT 2020 Shared Task on Quality Estimation,Lucia Specia|Frédéric Blain|Marina Fomicheva|Erick Fonseca|Vishrav Chaudhary|Francisco Guzmán|André F. T. Martins,38939677
WS-2,WS-2.195,Findings of the WMT 2020 Shared Task on Parallel Corpus Filtering and Alignment,Philipp Koehn|Vishrav Chaudhary|Ahmed El-Kishky|Naman Goyal|Peng-Jen Chen|Francisco Guzmán,38939678
WS-2,WS-2.196,Findings of the First Shared Task on Lifelong Learning Machine Translation,Loïc Barrault|Magdalena Biesialska|Marta R. Costa-jussà|Fethi Bougares|Olivier Galibert,38939679
WS-2,WS-2.197,Findings of the 2020 Conference on Machine Translation (WMT20),Loïc Barrault|Magdalena Biesialska|Ondřej Bojar|Marta R. Costa-jussà|Christian Federmann|Yvette Graham|Roman Grundkiewicz|Barry Haddow|Matthias Huck|Eric Joanis|Tom Kocmi|Philipp Koehn|Chi-kiu Lo|Nikola Ljubešić|Christof Monz|Makoto Morishita|Masaaki Nagata|Toshiaki Nakazawa|Santanu Pal|Matt Post|Marcos Zampieri,38939680
WS-2,WS-2.1971,Findings of the 2020 Conference on Machine Translation (WMT20): News Translation Task,Christian Federmann|Yvette Graham|Roman Grundkiewicz|Barry Haddow|Tom Kocmi,38940635
WS-2,WS-2.1972,Findings of the 2020 Conference on Machine Translation (WMT20): Similar Language Translation Task,Magdalena Biesialska|Marta R. Costa-jussà|Nikola Ljubešić|Santanu Pal|Marcos Zampieri,38940636
WS-2,WS-2.1973,Findings of the 2020 Conference on Machine Translation (WMT20): Test Suites,Ondřej Bojar,38940637
WS-2,WS-2.198,Learning to Evaluate Translation Beyond English: BLEURT Submissions to the WMT Metrics 2020 Shared Task,Thibault Sellam|Amy Pu|Hyung Won Chung|Sebastian Gehrmann|Qijun Tan|Markus Freitag|Dipanjan Das|Ankur Parikh,38939681
WS-2,WS-2.2,Volctrans Parallel Corpus Filtering System for WMT 2020,Runxin Xu|Zhuo Zhi|Jun Cao|Mingxuan Wang|Lei Li,38939544
WS-2,WS-2.20,"Multilingual Neural Machine Translation: Case-study for Catalan, Spanish and Portuguese Romance Languages",Pere Vergés Boncompte|Marta R. Costa-jussà,38939555
WS-2,WS-2.21,NICT Kyoto Submission for the WMT’20 Quality Estimation Task: Intermediate Training for Domain and Task Adaptation,Raphael Rubino,38939556
WS-2,WS-2.22,On the Same Page? Comparing Inter-Annotator Agreement in Sentence and Document Level Human Machine Translation Evaluation,Sheila Castilho,38939557
WS-2,WS-2.23,OPPO's Machine Translation Systems for WMT20,Tingxun Shi|Shiyu Zhao|Xiaopu Li|Xiaoxue Wang|Qian Zhang|Di Ai|Dawei Dang|Xue Zhengshan|Jie Hao,38939558
WS-2,WS-2.26,Towards Multimodal Simultaneous Neural Machine Translation,Aizhan Imankulova|Masahiro Kaneko|Tosho Hirasawa|Mamoru Komachi,38939559
WS-2,WS-2.3,Tohoku-AIP-NTT at WMT 2020 News Translation Task,Shun Kiyono|Takumi Ito|Ryuto Konno|Makoto Morishita|Jun Suzuki,38939545
WS-2,WS-2.31,Document-aligned Japanese-English Conversation Parallel Corpus,Matīss Rikters|Ryokan Ri|Tong Li|Toshiaki Nakazawa,38939560
WS-2,WS-2.32,POSTECH-ETRI’s Submission to the WMT2020 APE Shared Task:Automatic Post-Editing with Cross-lingual Language Model,Jihyung Lee|WonKee Lee|Jaehun Shin|Baikjin Jung|Young-Kil Kim|Jong-Hyeok Lee,38939561
WS-2,WS-2.35,Pretrained Language Models and Backtranslation for English-Basque Biomedical Neural Machine Translation,Inigo Jauregi Unanue|Massimo Piccardi,38939562
WS-2,WS-2.36,WMT20 Document-Level Markable Error Exploration,Vilém Zouhar|Tereza Vojtěchová|Ondřej Bojar,38939563
WS-2,WS-2.37,The LMU Munich System for the WMT20 Very Low Resource Supervised MT Task,Jindřich Libovický|Viktor Hangya|Helmut Schmid|Alexander Fraser,38939564
WS-2,WS-2.39,Incorporate Semantic Structures into Machine Translation Evaluation via UCCA,Jin Xu|Yinuo Guo|Junfeng Hu,38939565
WS-2,WS-2.40,Samsung R&D Institute Poland submission to WMT20 News Translation Task,Mateusz Krubiński|Marcin Chochowski|Bartłomiej Boczek|Mikołaj Koszowski|Adam Dobrowolski|Marcin Szymański|Paweł Przybysz,38939566
WS-2,WS-2.42,The MUCOW word sense disambiguation test suite at WMT 2020,Yves Scherrer|Alessandro Raganato|Jörg Tiedemann,38939567
WS-2,WS-2.43,Language Models not just for Pre-training: Fast Online Neural Noisy Channel Modeling,Shruti Bhosale|Kyra Yee|Sergey Edunov|Michael Auli,38939568
WS-2,WS-2.44,Bicleaner at WMT 2020: Universitat d’Alacant–Prompsit’s submission to the parallel corpus filtering shared task,Miquel Esplà-Gomis|Víctor M. Sánchez-Cartagena|Jaume Zaragoza-Bernabeu|Felipe Sánchez-Martínez,38939569
WS-2,WS-2.45,HW-TSC's Participation at WMT 2020 Automatic Post Editing Shared Task,Hao Yang|Minghan Wang|Daimeng Wei|Hengchao Shang|Jiaxin Guo|Zongyao Li|Lizhi Lei|Ying Qin|Shimin Tao|Shiliang Sun|Yimeng Chen,38939570
WS-2,WS-2.46,HW-TSC's Participation at WMT 2020 Quality Estimation Shared Task,Minghan Wang|Hao Yang|Hengchao Shang|Daimeng Wei|Jiaxin Guo|Lizhi Lei|Ying Qin|Shimin Tao|Shiliang Sun|Yimeng Chen|Liangyou Li,38939571
WS-2,WS-2.47,The NiuTrans Machine Translation Systems for WMT20,Yuhao Zhang|Ziyang Wang|Runzhe Cao|Binghao Wei|Weiqiao Shan|Shuhan Zhou|Abudurexiti Reheman|Tao Zhou|Xin Zeng|Laohu Wang|Yongyu Mu|Jingnan Zhang|Xiaoqian Liu|Xuanjun Zhou|Yinqiao Li|Bei Li|Tong Xiao|Jingbo Zhu,38939572
WS-2,WS-2.48,HW-TSC's Participation in the WMT 2020 News Translation Shared Task,Daimeng Wei|Hengchao Shang|Zhanglin Wu|Zhengzhe Yu|Liangyou Li|Jiaxin Guo|Minghan Wang|Hao Yang|Lizhi Lei|Ying Qin|Shiliang Sun,38939573
WS-2,WS-2.49,eTranslation's Submissions to the WMT 2020 News Translation Task,Csaba Oravecz|Katina Bontcheva|László Tihanyi|David Kolovratnik|Bhavani Bhaskar|Adrien Lardilleux|Szymon Klocek|Andreas Eisele,38939574
WS-2,WS-2.5,Two-Phase Cross-Lingual Language Model Fine-Tuning for Machine Translation Quality Estimation,Dongjun Lee,38939546
WS-2,WS-2.51,The NITS-CNLP System for the Unsupervised MT Task at WMT 2020,Salam Michael Singh|Thoudam Doren Singh|Sivaji Bandyopadhyay,38939575
WS-2,WS-2.52,Huawei's Submissions to the WMT20 Biomedical Translation Task,Wei Peng|Jianfeng Liu|Minghan Wang|Liangyou Li|Xupeng Meng|Hao Yang|Qun Liu,38939576
WS-2,WS-2.53,"Naver Labs Europe’s Participation to the Robustness, Chat and Biomedical Tasks at WMT 2020",Alexandre Berard|Ioan Calapodescu|Vassilina Nikoulina|Jerin Philip,38939577
WS-2,WS-2.54,Neural Machine Translation between similar South-Slavic languages,Maja Popović|Alberto Poncelas,38939578
WS-2,WS-2.57,IIE's Neural Machine Translation Systems for WMT20,Xiangpeng Wei|Ping Guo|Yunpeng Li|Xingsheng Zhang|Luxi Xing|Yue Hu,38939579
WS-2,WS-2.58,Alibaba Submission to the WMT20 Parallel Corpus Filtering Task,Jun Lu|Xin Ge|Yangbin Shi|Yuqi Zhang,38939580
WS-2,WS-2.59,The Volctrans Machine Translation System for WMT20,Liwei Wu|Xiao Pan|Zehui Lin|Yaoming Zhu|Mingxuan Wang|Lei Li,38939581
WS-2,WS-2.6,Cross-Lingual Transformers for Neural Automatic Post-Editing,Dongjun Lee,38939547
WS-2,WS-2.60,The LMU Munich System for the WMT 2020 Unsupervised Machine Translation Shared Task,Alexandra Chronopoulou|Dario Stojanovski|Viktor Hangya|Alexander Fraser,38939582
WS-2,WS-2.62,Addressing Exposure Bias With Document Minimum Risk Training: Cambridge at the WMT20 Biomedical Translation Task,Danielle Saunders|Bill Byrne,38939583
WS-2,WS-2.65,UdS-DFKI@WMT20: Unsupervised MT and Very Low Resource Supervised MT for German↔Upper Sorbian,Sourav Dutta|Jesujoba Alabi|Saptarashmi Bandyopadhyay|Dana Ruiter|Josef Van Genabith,38939584
WS-2,WS-2.68,Diving Deep into Context-Aware Neural Machine Translation,Jingjing Huo|Christian Herold|Yingbo Gao|Leonard Dahlmann|Shahram Khadivi|Hermann Ney,38939585
WS-2,WS-2.69,The DeepMind Chinese--English Document Translation System at WMT2020,Lei Yu|Laurent Sartran|Po-Sen Huang|Wojciech Stokowiec|Domenic Donato|Srivatsan Srinivasan|Alek Andreev|Wang Ling|Sona Mokra|Agustin Dal Lago|Yotam Doron|Susannah Young|Phil Blunsom|Chris Dyer,38939586
WS-2,WS-2.70,Neural Machine Translation for Similar Language Translation: The Case of Indo-Aryan Languages,Santanu Pal|Marcos Zampieri,38939587
WS-2,WS-2.71,Fast Interleaved Bidirectional Sequence Generation,Biao Zhang|Ivan Titov|Rico Sennrich,38939588
WS-2,WS-2.72,The University of Helsinki and Aalto University submissions to the WMT 2020 news and low-resource translation tasks,Yves Scherrer|Stig-Arne Grönroos|Sami Virpioja,38939589
WS-2,WS-2.73,A3-108 Machine Translation System for Similar Language Translation Shared Task 2020,Saumitra Yadav|Manish Shrivastava,38939590
WS-2,WS-2.74,Elhuyar submission to the Biomedical Translation Task 2020 onterminology and abstracts translation,Ander Corral|Xabier Saralegi,38939591
WS-2,WS-2.75,Attention Transformer Model for Translation of Similar Languages,Farhan Dhanani|Muhammad Rafi,38939592
WS-2,WS-2.76,Human-Paraphrased References Improve Neural Machine Translation,Markus Freitag|George Foster|David Grangier|Colin Cherry,38939593
WS-2,WS-2.77,The TALP-UPC Machine Translation Systems for WMT20 News Translation Task: Multilingual Adaptation for Low Resource MT,Carlos Escolano|Marta R. Costa-jussà|José A. R. Fonollosa,38939594
WS-2,WS-2.8,Towards a Better Evaluation of Metrics for Machine Translation,Peter Stanchev|Weiyue Wang|Hermann Ney,38939548
WS-2,WS-2.80,The IPN-CIC team system submission for the WMT 2020 simmilar language task,Luis A. Menéndez-Salazar|Grigori Sidorov|Marta R. Costa-Jussà,38939595
WS-2,WS-2.81,WeChat Neural Machine Translation Systems for WMT20,Fandong Meng|Jianhao Yan|Yijin Liu|Yuan Gao|Xianfeng Zeng|Qinsong Zeng|Peng Li|Ming Chen|Jie Zhou|Sifan Liu|Hao Zhou,38939596
WS-2,WS-2.82,Look It Up: Bilingual and Monolingual Dictionaries Improve Neural Machine Translation,Xing Jie Zhong|David Chiang,38939597
WS-2,WS-2.83,Low-Resource Translation as Language Modeling,Tucker Berckmann|Berkan Hiziroglu,38939598
WS-2,WS-2.84,An Iterative Knowledge Transfer NMT System for WMT20 News Translation Task,Jiwan Kim|Soyoon Park|Sangha Kim|Yoonjung Choi,38939599
WS-2,WS-2.86,Combination of Neural Machine Translation Systems at WMT20,Benjamin Marie|Raphael Rubino|Atsushi Fujita,38939600
WS-2,WS-2.87,The NiuTrans System for the WMT20 Quality Estimation Shared Task,Chi Hu|Hui Liu|Kai Feng|Chen Xu|Nuo Xu|Zefan Zhou|Shiqin Yan|Yingfeng Luo|Chenglong Wang|Xia Meng|Tong Xiao|Jingbo Zhu,38939601
WS-2,WS-2.88,TMUOU submission for WMT20 Quality Estimation Shared Task,Akifumi Nakamachi|Hiroki Shimanaka|Tomoyuki Kajiwara|Mamoru Komachi,38939602
WS-2,WS-2.89,GTCOM Neural Machine Translation Systems for WMT20,Chao Bei|Hao Zong|Qingmin Liu|Conghu Yuan,38939603
WS-2,WS-2.9,Ixamed's submission description for WMT20 Biomedical shared task: benefits and limitations of using terminologies for domain adaptation,Xabier Soto|Olatz Perez-de-Viñaspre|Gorka Labaka|Maite Oronoz,38939549
WS-2,WS-2.90,Unbabel’s Participation in the WMT20 Metrics Shared Task,Ricardo Rei|Craig Stewart|Ana C Farinha|Alon Lavie,38939604
WS-2,WS-2.91,Transformer-based Neural Machine Translation System for Hindi - Marathi,Amit Kumar|Rupjyoti Baruah|Rajesh Kumar Mundotiya|Anil Kumar Singh,38939605
WS-2,WS-2.92,Filtering Noisy Parallel Corpus using Transformers with Proxy Task Learning,Haluk Açarçiçek|Talha Çolakoğlu|pınar Ece Aktan hatipoğlu|Chong Hsuan Huang|Wei Peng,38939606
WS-2,WS-2.93,TransQuest at WMT2020: Sentence-Level Direct Assessment,Tharindu Ranasinghe|Constantin Orasan|Ruslan Mitkov,38939607
WS-2,WS-2.94,Document Level NMT of Low-Resource Languages with Backtranslation,Sami Ul Haq|Sadaf Abdul Rauf|Arsalan Shaukat|Abdullah Saeed,38939608
WS-2,WS-2.96,Tencent submission for WMT20 Quality Estimation Shared Task,Haijiang Wu|Zixuan Wang|Qingsong Ma|Xinjie Wen|Ruichen Wang|Xiaoli Wang|Yulin Zhang|Zhipeng Yao|Siyao Peng,38939609
WS-2,WS-2.97,PATQUEST: Papago Translation Quality Estimation,Yujin Baek|Zae Myung Kim|Jihyung Moon|Hyunjoong Kim|Eunjeong Park,38939610
WS-2,WS-2.99,Hindi-Marathi Cross Lingual Model,Sahinur Rahman Laskar|Abdullah Faiz Ur Rahman Khilji|Partha Pakray|Sivaji Bandyopadhyay,38939611
WS-20,WS-20.13,"Probabilistic Extension of Precision, Recall, and F1 Score for More Thorough Evaluation of Classification Models",Reda Yacouby|Dustin Axman,38939710
WS-20,WS-20.15,Truth or Error? Towards systematic analysis of factual errors in abstractive summaries,Klaus-Michael Lux|Maya Sappelli|Martha Larson,38939711
WS-20,WS-20.16,Evaluating Word Embeddings on Low-Resource Languages,Nathan Stringham|Mike Izbicki,38939712
WS-20,WS-20.1663,Automatically Identifying Gender Issues in Machine Translation using Perturbations,Hila Gonen|Kellie Webster,38940033
WS-20,WS-20.18,"Best Practices for Crowd-based Evaluation of German Summarization: Comparing Crowd, Expert and Automatic Evaluation",Neslihan Iskender|Tim Polzehl|Sebastian Möller,38939713
WS-20,WS-20.183,GRUEN for Evaluating Linguistic Quality of Generated Text,Wanzheng Zhu|Suma Bhat,38940645
WS-20,WS-20.21,Fill in the BLANC: Human-free quality estimation of document summaries,Oleg Vasilyev|Vedant Dharnidharka|John Bohannon,38939714
WS-20,WS-20.22,Are Some Words Worth More than Others?,Shiran Dudy|Steven Bedrick,38939715
WS-20,WS-20.23,A survey on Recognizing Textual Entailment as an NLP Evaluation,Adam Poliak,38939716
WS-20,WS-20.2311,An Evaluation Method for DiachronicWord Sense Induction,Ashjan Alsulaimani|Erwan Moreau|Carl Vogel,38940034
WS-20,WS-20.2378,KoBE: Knowledge-Based Machine Translation Evaluation,Zorik Gekhman|Roee Aharoni|Genady Beryozkin|Markus Freitag|Wolfgang Macherey,38940035
WS-20,WS-20.25,One of these words is not like the other: a reproduction of outlier identification using non-contextual word representations,Jesper Brink Andersen|Mikkel Bak Bertelsen|Mikkel Hørby Schou|Manuel R. Ciosici|Ira Assent,38939717
WS-20,WS-20.2740,CDEvalSumm: An Empirical Study of Cross-Dataset Evaluation for Neural Summarization Systems,Yiran Chen|Pengfei Liu|Ming Zhong|Zi-Yi Dou|DanqingWang|Xipeng Qiu|Xuanjing Huang,38940036
WS-20,WS-20.28,Evaluating the Evaluation of Diversity in Natural Language Generation,Guy Tevet|Jonathan Berant,38940785
WS-20,WS-20.29,Item Response Theory for Efficient Human Evaluation of Chatbots ,João Sedoc|Lyle Ungar,38939718
WS-20,WS-20.3,Artemis: A Novel Annotation Methodology for Indicative Single Document Summarization,Rahul Jha|Keping Bi|Yang Li|Mahdi Pakdaman|Asli Celikyilmaz|Ivan Zhiboedov|Kieran McDonald,38939707
WS-20,WS-20.30,ViLBERTScore: Evaluating Image Caption Using Vision-and-Language BERT,Hwanhee Lee|Seunghyun Yoon|Franck Dernoncourt|Doo Soon Kim|Trung Bui|Kyomin Jung,38939719
WS-20,WS-20.3117,#Turki$hTweets: A Benchmark Dataset for Turkish Text Correction,Asiye Tuba Köksal|Özge Bozal|Emre Yürekli|Gizem Gezici,38940037
WS-20,WS-20.3148,Multichannel Generative Language Model: Learning All Possible Factorizations Within and Across Channels,Harris Chan,38940114
WS-20,WS-20.34,On Aligning OpenIE Extractions with Knowledge Bases: A Case Study,Kiril Gashteovski|Rainer Gemulla|Bhushan Kotnis|Sven Hertling|Christian Meilicke,38939720
WS-20,WS-20.35,Improving Text Generation Evaluation with Batch Centering and Tempered Word Mover Distance,Xi Chen|Nan Ding|Tomer Levinboim|Radu Soricut,38939721
WS-20,WS-20.36,On the Evaluation of Machine Translation n-best Lists,Jacob Bremerman|Huda Khayrallah|Douglas Oard|Matt Post,38939722
WS-20,WS-20.37,Grammaticality and Language Modelling ,Jingcheng Niu|Gerald Penn,38939723
WS-20,WS-20.5,ClusterDataSplit: Exploring Challenging Clustering-Based Data Splits for Model Performance Evaluation,Hanna Wecker|Annemarie Friedrich|Heike Adel,38939708
WS-20,WS-20.7,BLEU Neighbors: A Reference-less Approach to Automatic Evaluation,Kawin Ethayarajh|Dorsa Sadigh,38939709
WS-20,WS-20.8,An Open-Source Library for Using and Developing Summarization Evaluation Metrics,Daniel Deutsch|Dan Roth,38940784
WS-20,WS-20.815,A Study in Improving BLEU Reference Coverage with Diverse Automatic Paraphrasing,Rachel Bawden|Biao Zhang|Lisa Yankovskaya|Andre Tättar|Matt Post,38940032
WS-21,WS-21.10,Structured Prediction for Joint Class Cardinality and Entity Property Inference in Model-Complete Text Comprehension,Hendrik Ter Horst|Philipp Cimiano,38940161
WS-21,WS-21.11,Cascaded Text Generation with Markov Transformers,Yuntian Deng|Alexander Rush,38940151
WS-21,WS-21.12,Scaling Hidden Markov Language Models,Justin Chiu|Alexander Rush,38940160
WS-21,WS-21.14,Energy-based Neural Modelling for Large-Scale Multiple Domain Dialogue State Tracking,Anh Duong Trinh|Robert J. Ross|John D. Kelleher,38940154
WS-21,WS-21.1463,Recurrent Inference in Text Editing,Ning Shi|Ziheng Zeng|Haotian Zhang|Yichen Gong,38940648
WS-21,WS-21.16,End-to-End Extraction of Structured Information from Business Documents with Pointer-Generator Networks,Clément Sage|Alex Aussem|Véronique Eglin|Haytham Elghazel|Jérémy Espinas,38940153
WS-21,WS-21.17,Syntactically restricted self-attention for Semantic Role Labeling,Zihao Deng|Sijia Wang|Brendan Juba,38940162
WS-21,WS-21.1774,Computer Assisted Translation with Neural Quality Estimation and Automatic Post-Editing,Ke Wang|Jiayi Wang|Niyu Ge|Yangbin Shi|Zhao Yu|Kai Fan,38940649
WS-21,WS-21.19,Randomized Deep Structured Prediction for Argumentation Mining,Manuel Widmoser|Maria Pacheco|Jean Honorio|Dan Goldwasser,38940158
WS-21,WS-21.2,Syntax-driven Iterative Expansion Language Models for Controllable Text Generation,Noe Casas|José A. R. Fonollosa|Marta R. Costa-jussà,38940163
WS-21,WS-21.20,Layer-wise Guided Training for BERT: Learning Incrementally Refined Document Representations,Nikolaos Manginas|Ilias Chalkidis|Prodromos Malakasiotis,38940156
WS-21,WS-21.21,Improving Joint Training of Inference Networks and Structured Prediction Energy Networks,Lifu Tu|Richard Yuanzhe Pang|Kevin Gimpel,38940143
WS-21,WS-21.2146,Graph-to-Tree Neural Networks for Learning Structured Input-Output Translation with Applications to Semantic Parsing and Math Word Problem,Shucheng Li|Lingfei Wu|Shiwei Feng|Fangli Xu|Fengyuan Xu|Sheng Zhong,38940650
WS-21,WS-21.22,Reading the Manual: Event Extraction as Definition Comprehension,Yunmo Chen|Tongfei Chen|Seth Ebner|Aaron Steven White|Benjamin Van Durme,38940159
WS-21,WS-21.2220,An Instance Level Approach for Shallow Semantic Parsing in Scientiï¬c Procedural Text,Daivik Swarup|Ahsaas Bajaj|Sheshera Mysore|Tim O'Gorman|Rajarshi Das|Andrew McCallum,38940651
WS-21,WS-21.2284,On Long-Tailed Phenomena in Neural Machine Translation,Vikas Raunak|Siddharth Dalmia|Vivek Gupta|Florian Metze,38940652
WS-21,WS-21.23,On the Discrepancy between Density Estimation and Sequence Generation,Jason Lee|Dustin Tran|Orhan Firat|Kyunghyun Cho,38940144
